Event,hive_identity_id,hive_age,Longitude,Latitude,Months,Crop diversity,Distance from roads,Distance from water,DEM,Slope,NDVI,Average temperature,Maximum temperature,Minimum temperature,Precipitation,Sugar-feeding frequency,Pollen-feeding frequency,Hive grading,Oxalic-treatment frequency,Miticide-treatment frequency,Formic-treatment frequency,Movement,Relocation frequency
0,80058,335,-71.849508,48.856879,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,2,2,1,0,0,0,0
0,80058,344,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,80058,364,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,80058,414,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,78984,313,-74.043425,45.570528,5,4,0,9502.169,84.17504,3.912382,0.666152,7.466989,30.53896,-4.772807,63.69308,1,1,2,0,0,0,0,0
0,78984,352,-71.856845,48.857064,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,1,1
0,78984,361,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,78984,381,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,78984,431,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,17376,725,-74.524293,45.615841,5,2,0,0.0,62.3755,2.085383,0.63229,10.15906,31.4562,-4.547573,54.60461,0,1,3,0,0,0,0,0
0,17376,752,-71.856845,48.857064,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,1,1
0,17376,761,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,17376,781,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,17376,831,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,16123,735,-74.524293,45.615841,5,2,0,0.0,62.3755,2.085383,0.63229,10.15906,31.4562,-4.547573,54.60461,0,1,3,0,0,0,0,0
0,16123,762,-71.856845,48.857064,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,1,1
0,16123,771,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,16123,791,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,16123,841,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,79460,314,-74.524293,45.615841,5,2,0,0.0,62.3755,2.085383,0.63229,10.15906,31.4562,-4.547573,54.60461,0,1,3,0,0,0,0,0
0,79460,341,-71.856845,48.857064,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,1,1
0,79460,350,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,79460,370,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,79460,420,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,17404,725,-74.524293,45.615841,5,2,0,0.0,62.3755,2.085383,0.63229,10.15906,31.4562,-4.547573,54.60461,0,1,3,0,0,0,0,0
0,17404,752,-71.856845,48.857064,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,1,1
0,17404,761,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,17404,781,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,17404,831,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,17454,719,-74.019804,45.550193,5,5,0,6719.048,71.7952,1.992886,0.651339,8.28807,30.72694,-4.339481,61.64981,0,1,1,0,0,0,0,0
0,17454,740,-71.845792,48.838166,6,1,0,6719.048,163.1534,1.38644,0.571918,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,1,1
0,17454,756,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,17454,776,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,17454,826,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,168296,0,-71.847104,48.821584,5,1,0,6719.048,153.7725,3.143006,0.444963,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,0,0
0,168296,19,-71.847104,48.821584,6,1,0,6719.048,153.7725,3.143006,0.514108,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,0,0
0,168296,28,-76.352547,45.548084,6,2,0,9502.169,137.5691,2.543293,0.828109,17.31206,34.52269,4.106849,56.85598,0,0,2,0,0,0,1,1
0,168296,45,-76.352547,45.548084,7,2,0,9502.169,137.5691,2.543293,0.842907,20.54371,31.86419,8.580069,95.27467,0,0,2,0,0,0,0,0
0,168296,98,-76.352547,45.548084,9,2,0,9502.169,137.5691,2.543293,0.701831,16.31931,32.6435,3.050255,22.83093,1,0,2,0,0,0,0,0
0,168296,150,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,22610,663,-74.019804,45.550193,5,5,0,6719.048,71.7952,1.992886,0.651339,8.28807,30.72694,-4.339481,61.64981,0,1,1,0,0,0,0,0
0,22610,684,-71.845792,48.838166,6,1,0,6719.048,163.1534,1.38644,0.571918,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,1,1
0,22610,700,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,22610,720,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,22610,770,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,79870,338,-71.849508,48.856879,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,2,2,1,0,0,0,0
0,79870,347,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,79870,367,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,79870,417,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,79871,338,-71.849508,48.856879,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,2,2,1,0,0,0,0
0,79871,347,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,79871,367,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,79871,417,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,45902,451,-74.019804,45.550193,5,5,0,6719.048,71.7952,1.992886,0.651339,8.28807,30.72694,-4.339481,61.64981,0,1,1,0,0,0,0,0
0,45902,472,-71.845792,48.838166,6,1,0,6719.048,163.1534,1.38644,0.571918,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,1,1
0,45902,488,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,45902,508,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,45902,558,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,79872,338,-71.849508,48.856879,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,2,2,1,0,0,0,0
0,79872,347,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,79872,367,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,79872,417,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,79400,318,-74.008405,45.542405,5,2,0,0.0,134.6945,4.666544,0.723395,7.951275,30.51091,-4.557513,65.60335,0,2,3,0,0,0,0,0
0,79400,343,-71.847731,48.831975,6,1,0,6719.048,163.1534,1.38644,0.571918,15.64963,32.47639,-0.331264,91.53345,0,2,2,1,0,0,1,1
0,79400,352,-76.352547,45.548084,6,2,0,9502.169,137.5691,2.543293,0.828109,17.31206,34.52269,4.106849,56.85598,0,0,2,0,0,0,1,1
0,79400,369,-76.352547,45.548084,7,2,0,9502.169,137.5691,2.543293,0.842907,20.54371,31.86419,8.580069,95.27467,0,0,2,0,0,0,0,0
0,79400,422,-76.352547,45.548084,9,2,0,9502.169,137.5691,2.543293,0.701831,16.31931,32.6435,3.050255,22.83093,1,0,2,0,0,0,0,0
0,79400,473,-74.019383,45.519458,10,3,0,0.0,130.9566,5.978563,0.829988,8.706018,26.76296,-7.29417,121.8622,0,0,2,1,0,0,1,1
0,69932,337,-74.043425,45.570528,5,4,0,9502.169,84.17504,3.912382,0.666152,7.466989,30.53896,-4.772807,63.69308,1,1,2,0,0,0,0,0
0,69932,376,-71.856845,48.857064,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,1,1
0,69932,385,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,69932,405,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,69932,455,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,69924,337,-74.043425,45.570528,5,4,0,9502.169,84.17504,3.912382,0.666152,7.466989,30.53896,-4.772807,63.69308,1,1,2,0,0,0,0,0
0,69924,376,-71.856845,48.857064,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,1,1
0,69924,385,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,69924,405,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,69924,455,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,69942,337,-74.043425,45.570528,5,4,0,9502.169,84.17504,3.912382,0.666152,7.466989,30.53896,-4.772807,63.69308,1,1,2,0,0,0,0,0
0,69942,376,-71.856845,48.857064,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,1,1
0,69942,385,-76.445622,45.531492,6,3,0,9502.169,101.8722,2.625927,0.723239,17.28801,34.59959,4.219735,54.95613,0,0,2,0,0,0,1,1
0,69942,405,-76.445622,45.531492,7,3,0,9502.169,101.8722,2.625927,0.778022,20.40679,31.88954,8.495222,92.99817,0,0,2,0,0,0,0,0
0,69942,455,-76.445622,45.531492,9,3,0,9502.169,101.8722,2.625927,0.728294,16.36548,32.78407,3.0665,22.63401,1,0,2,0,0,0,0,0
0,168542,28,-76.352547,45.548084,6,2,0,9502.169,137.5691,2.543293,0.828109,17.31206,34.52269,4.106849,56.85598,0,0,2,0,0,0,0,0
0,168542,45,-76.352547,45.548084,7,2,0,9502.169,137.5691,2.543293,0.842907,20.54371,31.86419,8.580069,95.27467,0,0,2,0,0,0,0,0
0,168542,98,-76.352547,45.548084,9,2,0,9502.169,137.5691,2.543293,0.701831,16.31931,32.6435,3.050255,22.83093,1,0,2,0,0,0,0,0
0,168542,150,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,173910,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173910,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,173909,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173909,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,173911,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173911,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,173911,141,-74.019383,45.519458,10,3,0,0.0,130.9566,5.978563,0.829988,8.706018,26.76296,-7.29417,121.8622,0,0,3,1,0,0,1,1
0,173907,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173907,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,16491,754,-71.845878,48.856202,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,0,0
0,16491,790,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,1,1
0,16491,851,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,173905,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173905,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,173903,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173903,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,173904,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173904,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,173913,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173913,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,173912,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173912,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,174095,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174095,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,174094,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174094,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,173914,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173914,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,80464,301,-74.028896,45.544332,5,5,0,6719.048,99.25719,4.245514,0.662569,7.40776,30.49432,-4.813383,64.33961,0,1,1,0,0,0,0,0
0,80464,320,-71.845878,48.856202,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,1,1
0,80464,356,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,1,1
0,80464,417,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,37689,608,-74.028896,45.544332,5,5,0,6719.048,99.25719,4.245514,0.662569,7.40776,30.49432,-4.813383,64.33961,0,1,1,0,0,0,0,0
0,37689,627,-71.845878,48.856202,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,1,1
0,37689,663,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,1,1
0,37689,724,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,174079,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174079,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,174077,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174077,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,174086,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174086,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,38045,629,-71.845878,48.856202,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,0,0
0,38045,660,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,1,1
0,38045,721,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,174089,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174089,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,174076,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174076,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,174078,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174078,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,38100,622,-71.845878,48.856202,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,0,0
0,38100,658,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,1,1
0,38100,719,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,174088,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174088,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,174093,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174093,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,173900,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173900,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,173899,39,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,0,0
0,173899,100,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,174090,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174090,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,174091,23,-76.277075,45.519836,7,3,0,6719.048,91.88207,3.304891,0.786387,20.70097,31.7876,8.805703,102.2664,0,0,2,0,0,0,0,0
0,174091,89,-76.277075,45.519836,9,3,0,6719.048,91.88207,3.304891,0.634362,16.16876,32.32696,2.979297,23.10622,1,0,3,0,0,0,0,0
0,38101,622,-71.845878,48.856202,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,1,2,1,0,0,0,0
0,38101,658,-76.246581,45.544187,7,1,0,0.0,98.22562,2.926382,0.814219,20.7847,31.7489,8.989186,104.2234,0,0,3,0,0,0,1,1
0,38101,719,-76.246581,45.544187,9,1,0,0.0,98.22562,2.926382,0.732365,16.11269,32.21361,2.859208,23.05552,2,0,3,0,0,0,0,0
0,30615,630,-74.014108,45.509255,5,3,0,0.0,130.9566,5.978563,0.753568,8.463078,30.59976,-4.290887,68.0313,0,1,2,0,0,0,0,0
0,30615,652,-71.848305,48.848096,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,2,2,1,0,0,1,1
0,30615,675,-76.250991,45.527284,7,2,0,0.0,79.9533,2.944286,0.765976,20.79595,31.74925,9.008058,107.3937,0,0,2,0,0,0,1,1
0,30615,711,-76.250991,45.527284,8,2,0,0.0,79.9533,2.944286,0.771995,16.5661,27.59019,4.752762,86.26002,0,0,3,0,0,0,0,0
0,30615,750,-76.250991,45.527284,9,2,0,0.0,79.9533,2.944286,0.677049,16.04708,32.15768,2.880062,23.20139,2,0,3,0,0,0,0,0
0,30615,792,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,3,1,0,0,1,1
0,25906,646,-74.014108,45.509255,5,3,0,0.0,130.9566,5.978563,0.753568,8.463078,30.59976,-4.290887,68.0313,0,1,2,0,0,0,0,0
0,25906,668,-71.848305,48.848096,6,1,0,6719.048,166.7646,2.063011,0.506254,15.64891,32.47367,-0.309716,91.64495,0,2,2,1,0,0,1,1
0,25906,691,-76.250991,45.527284,7,2,0,0.0,79.9533,2.944286,0.765976,20.79595,31.74925,9.008058,107.3937,0,0,2,0,0,0,1,1
0,25906,727,-76.250991,45.527284,8,2,0,0.0,79.9533,2.944286,0.771995,16.5661,27.59019,4.752762,86.26002,0,0,3,0,0,0,0,0
0,25906,766,-76.250991,45.527284,9,2,0,0.0,79.9533,2.944286,0.677049,16.04708,32.15768,2.880062,23.20139,2,0,3,0,0,0,0,0
0,25906,808,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,3,1,0,0,1,1
0,173780,30,-76.177164,45.538507,7,3,0,6719.048,79.02174,2.708167,0.807443,20.8509,31.7079,9.145195,107.3482,0,0,3,0,0,0,0,0
0,173780,56,-76.177164,45.538507,8,3,0,6719.048,79.02174,2.708167,0.773776,16.54667,27.62616,4.418568,82.66443,0,0,3,0,0,0,0,0
0,173780,89,-76.177164,45.538507,9,3,0,6719.048,79.02174,2.708167,0.576388,16.03672,32.07722,2.770282,23.11513,1,0,3,0,0,0,0,0
0,173780,142,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,3,1,0,0,1,1
